"","SOC_CODE","EMPLOYER_STATE","EMPLOYER_NAME","frequency"
"481",13,"LA","LIFECITY, L3C",1
"482",13,"LA","MAOLG, LLC",1
"483",13,"LA","MERCHANTS & FARMERS BANK & TRUST CO",1
"484",13,"LA","MERRYVILLE OIL COMPANY, INC.",1
"485",13,"LA","MID-GULF SHIPPING COMPANY, INC",1
"486",13,"LA","MILTON J. WOMACK, INC.",1
"487",13,"LA","MIRANDA'S PAINTING LLC",1
"488",13,"LA","OCHSNER CLINIC FOUNDATION",1
"489",13,"LA","PERFORMANCE CONTRACTORS, INC.",1
"490",13,"LA","PERFORMANCE MANAGEMENT CONSULTING, LLC",1
"491",13,"LA","PRIME OCCUPATIONAL SERVICES LLC",1
"492",13,"LA","S&W PAYROLL SERVICES LLC",1
"493",13,"LA","TBT CONTRACTORS, LLC",1
"494",13,"LA","UNIVERSITY OF LOUISIANA AT LAFAYETTE",1
"495",13,"LA","VICK INVESTMENTS LLC",1
"496",13,"MA","THE BOSTON CONSULTING GROUP, INC.",337
"497",13,"MA","BAIN & COMPANY, INC.",62
"498",13,"MA","STATE STREET BANK AND TRUST COMPANY",56
"499",13,"MA","WAYFAIR LLC",39
"500",13,"MA","SAPIENT CORPORATION",21
"501",13,"MD","COMPASS LEXECON LLC",19
"502",13,"MD","FTI LLC",18
"503",13,"MD","SB & COMPANY, LLC",17
"504",13,"MD","BILL ME LATER, INC.",13
"505",13,"MD","T. ROWE PRICE ASSOCIATES, INC.",9
"506",13,"ME","MAINE BASKETBALL, LLC",2
"507",13,"ME","RIYA HOSPITALITY, LLC",2
"508",13,"ME","WEX, INC",2
"509",13,"ME","FRYEBURG ACADEMY",1
"510",13,"ME","INTERACTION AGILITY INC",1
"511",13,"ME","LEE ACADEMY",1
"512",13,"ME","SEASIDE HOTEL ASSOCIATES LP",1
"513",13,"ME","STATE OF MAINE  OFFICE OF THE STATE AUDITOR",1
"514",13,"ME","STONE COAST FUND SERVICES LLC",1
"515",13,"ME","THE JACKSON LABORATORY",1
"516",13,"MI","ALIXPARTNERS, LLP",65
"517",13,"MI","CIBER GLOBAL LLC",29
"518",13,"MI","POPULUS GROUP LLC",23
"519",13,"MI","EPITEC, INC.",13
"520",13,"MI","ROLAND BERGER LLC",12
"521",13,"MN","MEDTRONIC, INC.",23
"522",13,"MN","COVIDIEN LP",15
"523",13,"MN","TARGET ENTERPRISE, INC.",11
"524",13,"MN","RBC CAPITAL MARKETS, LLC",10
"525",13,"MN","OPTUM SERVICES, INC.",9
"526",13,"MO","CHARTER COMMUNICATIONS, INC.",8
"527",13,"MO","NESTLE REGIONAL GLOBE OFFICE NORTH AMERICA, INC.",8
"528",13,"MO","EXPRESS SCRIPTS SERVICES CO.",7
"529",13,"MO","GEMINI CONSULTING & SERVICES, LLC",7
"530",13,"MO","ROSE INTERNATIONAL INC.",5
"531",13,"MS","UNIVERSITY OF SOUTHERN MISSISSIPPI",3
"532",13,"MS","HORNE LLP",1
"533",13,"MS","IMS ENGINEERS INC.",1
"534",13,"MS","J T SHANNON LUMBER COMPANY INC.",1
"535",13,"MS","JACKSON STATE UNIVERSITY",1
"536",13,"MS","LIGHTHEART, SANDERS AND ASSOCIATES, INC.",1
"537",13,"MS","MADISON SERVICES, INC.",1
"538",13,"MS","MEDICAL MARKETING ECONOMICS, LLC",1
"539",13,"MS","MISSISSIPPI TANTEC LEATHER, INC.",1
"540",13,"MS","W. G. YATES & SONS CONSTRUCTION COMPANY",1
"541",13,"MS","WDBD LLC",1
"542",13,"MT","CROWLEY DESIGN GROUP INC",1
"543",13,"MT","UNIVERSITY OF MONTANA",1
"544",13,"NC","BOFA SECURITIES, INC.",243
"545",13,"NC","MERRILL LYNCH",167
"546",13,"NC","BANK OF AMERICA N.A.",75
"547",13,"NC","IBM CORPORATION",55
"548",13,"NC","LENOVO (UNITED STATES) INC.",17
"549",13,"ND","UNIVERSITY OF NORTH DAKOTA",3
"550",13,"ND","ROCKSTAD FOUNDATION",2
"551",13,"ND","AATRIX SOFTWARE INC",1
"552",13,"ND","AMITY TECHNOLOGY, LLC",1
"553",13,"ND","BLUECHIP FINANCIAL",1
"554",13,"ND","MILLER INSULATION CO., INC.",1
"555",13,"ND","NORIDIAN HEALTHCARE SOLUTIONS",1
"556",13,"ND","TITAN MACHINERY INC.",1
"557",13,"NE","ACI WORLDWIDE CORP.",3
"558",13,"NE","AMERICAN UNION VENTURES, INC.",2
"559",13,"NE","HDR ENGINEERING, INC.",2
"560",13,"NE","JZW INTERNATIONAL DEVELOPMENT,LLC",2
"561",13,"NE","KIEWIT ENGINEERING GROUP INC.",2
"562",13,"NE","OTC DIRECT, INC.",2
"563",13,"NE","SARKIT, INC",2
"564",13,"NE","THE SCOULAR COMPANY",2
"565",13,"NE","WORLDLAWN POWER EQUIPMENT. INC.",2
"566",13,"NH","RIVERSTONE RESOURCES LLC",4
"567",13,"NH","EMRITSOLUTIONS LLC",3
"568",13,"NH","GLOBAL OPERATIONS AND RISK SOLUTIONS, LLC",3
"569",13,"NH","AMADEUS HOSPITALITY AMERICAS, INC.",2
"570",13,"NH","FY INTERNATIONAL LLC",2
"571",13,"NH","KIWI KOOL LLC",2
"572",13,"NH","VIRKIN INTERNATIONAL CORPORATION",2
"573",13,"NJ","ERNST & YOUNG U.S. LLP",3959
"574",13,"NJ","GOLDMAN SACHS & CO. LLC",618
"575",13,"NJ","WIPRO LIMITED",119
"576",13,"NJ","TECH MAHINDRA (AMERICAS),INC.",113
"577",13,"NJ","GOLDMAN SACHS &AMP; CO. LLC",111
"578",13,"NM","BEASLEY, MITCHELL & CO., LLP",4
"579",13,"NM","HARSHWAL & COMPANY LLP",3
"580",13,"NM","BURT & COMPANY CPAS, LLC",2
"581",13,"NM","INVESTUS, LLC",1
"582",13,"NM","KENEMORE WELDING & OILFIELD SERVICES, INC.",1
"583",13,"NM","NEW MEXICO STATE UNIVERSITY",1
"584",13,"NM","PEARL BANYAN CAPITAL LLC.",1
"585",13,"NM","SIERRA HEALTH CARE, INC.",1
"586",13,"NM","SUN MOUNTAIN CAPITAL LLC",1
"587",13,"NM","THORNBURG INVESTMENT MANAGEMENT, INC.",1
"588",13,"NM","TWISTLE INC.",1
"589",13,"NM","WOODS CROSS INVESTMENTS LLC",1
"590",13,"NV","CONNOR GROUP, INC.",15
"591",13,"NV","CAESARS ENTERPRISE SERVICES, LLC",4
"592",13,"NV","BALLY GAMING INC.",3
"593",13,"NV","SCIENTIFIC GAMES CORPORATION",3
"594",13,"NV","ADDITIVE TECHNOLOGIES LLC",2
"595",13,"NV","ALLEGIANT TRAVEL COMPANY",2
"596",13,"NV","ARISTOCRAT TECHNOLOGIES, INC.",2
"597",13,"NV","CREDIT ONE BANK, N.A.",2
"598",13,"NV","HIGH GRADE GYPSUM LLC",2
"599",13,"NV","ITG VOMA CORP",2
"600",13,"NV","LUZICH PARTNERS LLC",2
"601",13,"NV","MAGMA HOLDING INC.",2
"602",13,"NV","MGM RESORTS INTERNATIONAL OPERATIONS, INC.",2
"603",13,"NV","MITNICK SECURITY CONSULTING LLC",2
"604",13,"NV","ORPHOSYS CORP",2
"605",13,"NY","CITIBANK, N.A.",215
"606",13,"NY","MCKINSEY & COMPANY, INC. UNITED STATES",206
"607",13,"NY","CREDIT SUISSE SECURITIES (USA) LLC",96
"608",13,"NY","EXLSERVICE.COM, LLC",96
"609",13,"NY","DEUTSCHE BANK SECURITIES INC.",74
"610",13,"OH","FIFTH THIRD BANK, AN OHIO BANKING CORPORATION",32
"611",13,"OH","EXEL, INC. D/B/A DHL SUPPLY CHAIN (USA)",21
"612",13,"OH","SLK AMERICA INC.",19
"613",13,"OH","SLK AMERICA, INC.",19
"614",13,"OH","THE HUNTINGTON NATIONAL BANK",13
"615",13,"OK","ALLIED STONE, INC.",3
"616",13,"OK","ALLIED ARTS FOUNDATION, INC.",2
"617",13,"OK","ENOVATION CONTROLS, LLC",2
"618",13,"OK","HYATT SHARED SERVICE CENTER LLC",2
"619",13,"OK","MARTIN BIONICS INNOVATIONS LLC",2
"620",13,"OK","OBJECTSTREAM, INC.",2
"621",13,"OK","OKLAHOMA STATE AUDITOR & INSPECTOR",2
"622",13,"OK","OKLAHOMA STATE UNIVERSITY",2
"623",13,"OK","REMOD PRO LLC",2
"624",13,"OR","NIKE, INC.",11
"625",13,"OR","KBF CPAS LLP",7
"626",13,"OR","PLANB CONSULTANCY INTERNATIONAL LLC",4
"627",13,"OR","ASPEN ML, LLC",3
"628",13,"OR","OREGON STATE UNIVERSITY",3
"629",13,"PA","DELOITTE & TOUCHE LLP",521
"630",13,"PA","DELOITTE CONSULTING LLP",499
"631",13,"PA","DELOITTE TAX LLP",346
"632",13,"PA","DELOITTE &AMP; TOUCHE LLP",266
"633",13,"PA","DELOITTE TRANSACTIONS AND BUSINESS ANALYTICS LLP",101
"634",13,"RI","CITIZENS FINANCIAL GROUP, INC.",5
"635",13,"RI","CVS PHARMACY, INC.",5
"636",13,"RI","LENOX REALTY GROUP, INC.",4
"637",13,"RI","FORENSIC RISK ALLIANCE INC",3
"638",13,"RI","INTERNATIONAL EDUCATION PARTNERS, LLC",3
"639",13,"RI","PROVIDENCE COLLEGE",3
"640",13,"RI","QUICK FITTING, INC.",3
"641",13,"SC","WISSEN IT INC",11
"642",13,"SC","SANCTITYINTERNATIONAL LLC",10
"643",13,"SC","ADVANCE AMERICA, CASH ADVANCE CENTERS, INC.",6
"644",13,"SC","AGFIRST FARM CREDIT BANK",5
"645",13,"SC","ELLIOTT DAVIS, LLC",5
"646",13,"SD","SANFORD HEALTH",2
"647",13,"SD","TRIDENT TRUST COMPANY (SOUTH DAKOTA) INC.",2
"648",13,"SD","CAPITAL CARD SERVICES, INC.",1
"649",13,"SD","DAKTRONICS, INC.",1
"650",13,"SD","SOUTH DAKOTA TRUST COMPANY",1
"651",13,"SD","STERLING TRUSTEES LLC",1
"652",13,"TN","UBS BUSINESS SOLUTIONS US LLC",98
"653",13,"TN","CUMMINS INC.",77
"654",13,"TN","UBS SECURITIES LLC",74
"655",13,"TN","UBS FINANCIAL SERVICES INC.",17
"656",13,"TN","FEDEX CORPORATE SERVICES, INC.",10
"657",13,"TX","COGNIZANT TECHNOLOGY SOLUTIONS US CORP",642
"658",13,"TX","INFOSYS LIMITED",496
"659",13,"TX","KPMG LLP",406
"660",13,"TX","DELL PRODUCTS L.P.",55
"661",13,"TX","DELL USA L.P.",51
"662",13,"UT","ALLY BANK",6
"663",13,"UT","UNIVERSITY OF UTAH",6
"664",13,"UT","BRIDGE INVESTMENT GROUP LLC",4
"665",13,"UT","GOLDMAN SACHS & CO. LLC",4
"666",13,"UT","WEBBANK CORPORATION",4
"667",13,"VA","CROSSCOUNTRY CONSULTING LLC",48
"668",13,"VA","AECOM TECHNICAL SERVICES, INC.",29
"669",13,"VA","CHINA TELECOM (AMERICAS) CORPORATION",25
"670",13,"VA","SYSTEM SOFT TECHNOLOGIES LLC",17
"671",13,"VA","ASTA CRS, INC.",16
"672",13,"VT","NATIONAL LIFE INSURANCE COMPANY",5
"673",13,"VT","ASIA MINOR CARPETS, INC.",3
"674",13,"VT","VENTURECO HOLDINGS INC",3
"675",13,"VT","HALE RESOURCES LLC",2
"676",13,"VT","WORLD LEARNING",2
"677",13,"WA","MICROSOFT CORPORATION",447
"678",13,"WA","AMAZON.COM SERVICES, INC.",212
"679",13,"WA","GENIUS MINDS LLC",61
"680",13,"WA","AMAZON.COM SERVICES, INC",57
"681",13,"WA","EXPEDIA, INC.",21
"682",13,"WI","AMERICAN FAMILY MUTUAL INSURANCE COMPANY",7
"683",13,"WI","GE PRECISION HEALTHCARE LLC",5
"684",13,"WI","CNH INDUSTRIAL AMERICA LLC",4
"685",13,"WI","ROBERT W. BAIRD & CO., INCORPORATED",4
"686",13,"WI","EXPERIS US, INC.",3
"687",13,"WI","LANDS' END, INC.",3
"688",13,"WI","SCHNEIDER LOGISTICS, INC",3
"689",13,"WV","COALFIELD DEVELOPMENT CORPORATION",1
"690",13,"WV","CT ASSIST, LLC",1
"691",13,"WV","FORD AND SWEENEY ACCOUNTING AND TAX SERVICES",1
"692",13,"WV","FUTURE GENERATIONS UNIVERSITY",1
"693",13,"WV","MYLAN PHARMACEUTICALS INC.",1
"694",13,"WV","ST. MARY'S MEDICAL CENTER",1
"695",13,"WV","VILLA DITRAPANO INC",1
"696",13,"WY","DELECTA VENTURES LLC",1
"697",13,"WY","JANET CONNELL",1
"698",13,"WY","LOST BOYS LLC",1
"699",13,"WY","TETON TRUST COMPANY LLC",1
"700",13,"WY","WY STATE TREASURER'S OFFICE",1
"701",15,"AK","BERING STRAITS INFORMATION TECHNOLOGY, LLC",2
"702",15,"AK","NANA DEVELOPMENT CORPORATION",2
"703",15,"AK","ABS BILLING SERVICES INC",1
"704",15,"AK","ALASKA NATIONAL INSURANCE COMPANY",1
"705",15,"AK","ALASKA USA FEDERAL CREDIT UNION",1
"706",15,"AK","OPTIMERA INC.",1
"707",15,"AK","STATE OF ALASKA",1
"708",15,"AK","TEX R US, LLC",1
"709",15,"AL","MICRONET IT SOLUTIONS, INC.",104
"710",15,"AL","INFODRIVE SYSTEMS, INC",39
"711",15,"AL","KET SYSTEMS LLC",27
"712",15,"AL","SVK SYSTEMS INC",25
"713",15,"AL","RIVI CONSULTING GROUP, LLC",24
"714",15,"AR","WAL-MART ASSOCIATES, INC.",1936
"715",15,"AR","FEDERAL SOFT SYSTEMS INC",313
"716",15,"AR","J.B. HUNT TRANSPORT INC",98
"717",15,"AR","INVINCIBLE TECH SYSTEMS INC.",68
"718",15,"AR","PROTECH SOLUTIONS INC.",54
"719",15,"AZ","INTRAEDGE, INC.",208
"720",15,"AZ","WELLS FARGO BANK, N.A.",195
"721",15,"AZ","HUMAC, INC.",107
"722",15,"AZ","M3BI LLC",107
"723",15,"AZ","JDA SOFTWARE, INC.",101
"724",15,"CA","GOOGLE LLC",7421
"725",15,"CA","HCL AMERICA, INC.",4198
"726",15,"CA","FACEBOOK, INC.",1760
"727",15,"CA","SALESFORCE.COM, INC.",1118
"728",15,"CA","VMWARE, INC.",948
"729",15,"CO","CHARLES SCHWAB AND COMPANY, INC.",260
"730",15,"CO","DISH NETWORK LLC",106
"731",15,"CO","SDH SYSTEMS LLC",81
"732",15,"CO","TRIZETTO CORPORATION, A COGNIZANT COMPANY",79
"733",15,"CO","ARROW ELECTRONICS INC.",78
"734",15,"CO","HP INC.",78
"735",15,"CT","QUEST GLOBAL SERVICES- N.A., INC.",509
"736",15,"CT","AETNA RESOURCES LLC",199
"737",15,"CT","CYIENT, INC.",134
"738",15,"CT","GSS INFOTECH CT, INC",124
"739",15,"CT","CYMA SYSTEMS INC",119
"740",15,"DC","RALLY HEALTH, INC.",105
"741",15,"DC","FINANCIAL INDUSTRY REGULATORY AUTHORITY, INC.",43
"742",15,"DC","AMERICAN INSTITUTES FOR RESEARCH",42
"743",15,"DC","NATIONAL RAILROAD PASSENGER CORPORATION",40
"744",15,"DC","COSTAR REALTY INFORMATION, INC.",33
"745",15,"DE","BLACKROCK FINANCIAL MANAGEMENT, INC.",227
"746",15,"DE","IT RESOURCES, INC.",174
"747",15,"DE","PEOPLE TECH GROUP INC.",152
"748",15,"DE","DELASOFT, INC.",108
"749",15,"DE","RAAS INFOTEK LLC",67
"750",15,"FL","PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC",1086
"751",15,"FL","KFORCE INC.",675
"752",15,"FL","ARKA TECHNOLOGIES INC",390
"753",15,"FL","PRICEWATERHOUSECOOPERS LLP",230
"754",15,"FL","ADECCO GROUP NA/MODIS, INC.",172
"755",15,"GA","NIIT TECHNOLOGIES LIMITED",319
"756",15,"GA","SOFTVISION, LLC",301
"757",15,"GA","COX AUTOMOTIVE CORPORATE SERVICES, LLC",276
"758",15,"GA","HOME DEPOT PRODUCT AUTHORITY, LLC",207
"759",15,"GA","PYRAMID CONSULTING, INC.",137
"760",15,"HI","ELASTIC COMPUTING SOLUTIONS, INC.",7
"761",15,"HI","HAWAII MEDICAL SERVICE ASSOCIATION",5
"762",15,"HI","BANK OF HAWAII",4
"763",15,"HI","THE QUEEN'S MEDICAL CENTER",4
"764",15,"HI","ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN ASTRONOMY",2
"765",15,"HI","GABRIEL USA INC",2
"766",15,"HI","HAWAIIAN AIRLINES INC.",2
"767",15,"HI","LOU'S QUALITY HOME HEALTH CARE SERVICES LLC",2
"768",15,"IA","E-GIANTS TECHNOLOGIES LLC",303
"769",15,"IA","ROCKWELL COLLINS INC.",150
"770",15,"IA","INTELIROUTE TECHNOLOGIES LLC",117
"771",15,"IA","PIONEER CONSULTING LLC",83
"772",15,"IA","SOFTWORLD TECHNOLOGIES LLC",61
"773",15,"ID","MICRON TECHNOLOGY, INC.",83
"774",15,"ID","MELALEUCA, INC.",13
"775",15,"ID","MICRON SEMICONDUCTOR PRODUCTS, INC.",9
"776",15,"ID","INTERNET TRUCKSTOP LLC",7
"777",15,"ID","IN TIME TEC, LLC",6
"778",15,"ID","THE INTERNET TRUCKSTOP LLC",6
"779",15,"IL","CAPGEMINI AMERICA INC",7538
"780",15,"IL","ACCENTURE LLP",5244
"781",15,"IL","JPMORGAN CHASE & CO.",1254
"782",15,"IL","ZS ASSOCIATES, INC.",501
"783",15,"IL","JPMORGAN CHASE &AMP; CO.",395
"784",15,"IN","ANTHEM, INC.",470
"785",15,"IN","PYRAMID TECHNOLOGY SOLUTIONS, INC",217
"786",15,"IN","ANTHEM,  INC.",83
"787",15,"IN","LHP SOFTWARE LLC",47
"788",15,"IN","GYANSYS INC.",40
"789",15,"KS","SPRINT CORPORATION",141
"790",15,"KS","DIGITAL MASTERS INC.",89
"791",15,"KS","CHELSOFT SOLUTIONS CO.",62
"792",15,"KS","SAICON CONSULTANTS, INC.",61
"793",15,"KS","GARMIN INTERNATIONAL, INC.",51
"794",15,"KY","V-SOFT CONSULTING GROUP, INC",480
"795",15,"KY","COOLSOFT LLC",125
"796",15,"KY","HUMANA INSURANCE COMPANY",39
"797",15,"KY","HUMANA  INC.",29
"798",15,"KY","HUMANA INC.",29
"799",15,"LA","COMTEC CONSULTANTS, INC.",91
"800",15,"LA","LOUISIANA HEALTH SERVICE AND INDEMNITY CO.",43
"801",15,"LA","KONANE SOLUTIONS LLC",39
"802",15,"LA","INFOSYS SOLUTIONS, INC.",27
"803",15,"LA","INFOSYTECH SOLUTIONS INC",21
"804",15,"MA","RANDSTAD TECHNOLOGIES, LLC",1460
"805",15,"MA","NTT DATA, INC.",1024
"806",15,"MA","VIRTUSA CORPORATION",968
"807",15,"MA","THE MATHWORKS, INC.",465
"808",15,"MA","NTT DATA SERVICES, LLC",440
"809",15,"MD","TATA CONSULTANCY SERVICES LIMITED",11744
"810",15,"MD","INFINITE COMPUTER SOLUTIONS, INC.",302
"811",15,"MD","CLIENT NETWORK SERVICES, LLC",138
"812",15,"MD","INOVALON, INC.",104
"813",15,"MD","HUGHES NETWORK SYSTEMS LLC",97
"814",15,"ME","RITE PROS INC",85
"815",15,"ME","TYLER TECHNOLOGIES, INC.",26
"816",15,"ME","WEX INC.",17
"817",15,"ME","IDEXX LABORATORIES, INC.",15
"818",15,"ME","THE JACKSON LABORATORY",7
"819",15,"MI","SYNTEL INC",1677
"820",15,"MI","POPULUS GROUP LLC",719
"821",15,"MI","HCL GLOBAL SYSTEMS INC",696
"822",15,"MI","ATOS SYNTEL INC",437
"823",15,"MI","RELIABLE SOFTWARE RESOURCES, INC.",351
"824",15,"MN","OPTUM SERVICES, INC.",387
"825",15,"MN","U.S. BANK NATIONAL ASSOCIATION",288
"826",15,"MN","TARGET ENTERPRISE, INC.",252
"827",15,"MN","MEDTRONIC, INC.",92
"828",15,"MN","SAGITEC SOLUTIONS, LLC",81
"829",15,"MO","CERNER CORPORATION",498
"830",15,"MO","CHARTER COMMUNICATIONS, INC.",322
"831",15,"MO","PERFICIENT, INC.",259
"832",15,"MO","VINTECH SOLUTIONS INC",173
"833",15,"MO","SECURENET SYSTEMS CORPORATION",154
"834",15,"MS","BLUE CROSS & BLUE SHIELD OF MISSISSIPPI",14
"835",15,"MS","WILLIAMS-SONOMA, INC.",9
"836",15,"MS","UNIVERSITY OF MISSISSIPPI MEDICAL CENTER",6
"837",15,"MS","OMNI SOURCING INC",4
"838",15,"MS","SAKS FIFTH AVENUE LLC",4
"839",15,"MT","TANA SYSTEMS INC",3
"840",15,"MT","MONTANA STATE FUND",2
"841",15,"MT","WESTERN MONTANA MENTAL HEALTH CENTER",2
"842",15,"MT","ASCENT VISION TECHNOLOGIES, LLC",1
"843",15,"MT","BACTERIN INTERNATIONAL, INC.",1
"844",15,"MT","D.A. DAVIDSON & CO",1
"845",15,"MT","ITC GRAIN INTERNATIONAL INC.",1
"846",15,"MT","LUMENAD, INC.",1
"847",15,"MT","MONTANA STATE UNIVERSITY",1
"848",15,"MT","NANDINI, LLC",1
"849",15,"MT","ONXMAPS, INC.",1
"850",15,"MT","THE UNIVERSITY OF MONTANA",1
"851",15,"MT","TOTAL STREAM SYSTEMS, LLC",1
"852",15,"NC","IBM CORPORATION",4001
"853",15,"NC","IBM INDIA PRIVATE LIMITED",1552
"854",15,"NC","BANK OF AMERICA N.A.",717
"855",15,"NC","MERRILL LYNCH",165
"856",15,"NC","BOFA SECURITIES, INC.",162
"857",15,"ND","NORIDIAN HEALTHCARE SOLUTIONS",17
"858",15,"ND","FARGO SOLUTIONS INC.",10
"859",15,"ND","BLUE CROSS BLUE SHIELD OF NORTH DAKOTA",6
"860",15,"ND","INFONERO  INC",6
"861",15,"ND","BORDER STATES INDUSTRIES, INC.",4
"862",15,"NE","PROKARMA, INC.",449
"863",15,"NE","SOHANIT INC",107
"864",15,"NE","FIRST DATA TECHNOLOGIES, INC.",49
"865",15,"NE","MUTUAL OF OMAHA INSURANCE COMPANY",44
"866",15,"NE","ACI WORLDWIDE CORP.",42
"867",15,"NH","KANAP SYSTEMS,LLC",119
"868",15,"NH","DATASERV INC",79
"869",15,"NH","AKKEN, INC",64
"870",15,"NH","DEEBECON INC",60
"871",15,"NH","QLYTIX, INC.",44
"872",15,"NJ","ERNST & YOUNG U.S. LLP",4711
"873",15,"NJ","WIPRO LIMITED",3979
"874",15,"NJ","LARSEN & TOUBRO INFOTECH LIMITED",3229
"875",15,"NJ","TECH MAHINDRA (AMERICAS),INC.",2678
"876",15,"NJ","COMPUNNEL SOFTWARE GROUP, INC.",1597
"877",15,"NM","SPERIDIAN TECHNOLOGIES, LLC",111
"878",15,"NM","PRESBYTERIAN HEALTHCARE SERVICES",31
"879",15,"NM","TRIAD NATIONAL SECURITY, LLC",22
"880",15,"NM","DESCARTES LABS",7
"881",15,"NM","MROWL.COM INC.",4
"882",15,"NM","UNIVERSITY OF NEW MEXICO",4
"883",15,"NV","INTELLITRO INC",130
"884",15,"NV","ENLIGHTENED SOLUTIONS LLC",111
"885",15,"NV","BALLY GAMING INC.",79
"886",15,"NV","ORPHOSYS CORP",41
"887",15,"NV","MGM RESORTS INTERNATIONAL OPERATIONS, INC.",35
"888",15,"NY","MPHASIS CORPORATION",1327
"889",15,"NY","SYNECHRON, INC.",894
"890",15,"NY","AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",380
"891",15,"NY","CITIBANK, N.A.",311
"892",15,"NY","BARCLAYS SERVICES CORP.",308
"893",15,"OH","SLK AMERICA, INC.",535
"894",15,"OH","ERP ANALYSTS, INC",311
"895",15,"OH","RENEE SYSTEMS, INC.",160
"896",15,"OH","ERP ANALYSTS, INC.",140
"897",15,"OH","DIZER CORP",116
"898",15,"OK","ELAJIKA INC",135
"899",15,"OK","TEK LEADERS INC",86
"900",15,"OK","DATAQUAD INC",62
"901",15,"OK","MAXOTECH SOLUTIONS LLC",48
"902",15,"OK","PAYCOM PAYROLL, LLC",36
"903",15,"OR","NIKE, INC.",122
"904",15,"OR","PRODAPT NORTH AMERICA",103
"905",15,"OR","MENTOR GRAPHICS CORPORATION",59
"906",15,"OR","CENTIZEN APPS INC",50
"907",15,"OR","CENTIZEN INC",49
"908",15,"PA","DELOITTE CONSULTING LLP",6935
"909",15,"PA","MASTECH DIGITAL TECHNOLOGIES, INC., A MASTECH DIGITAL, INC. COMPANY",1170
"910",15,"PA","COMCAST CABLE COMMUNICATIONS, LLC",605
"911",15,"PA","SAP AMERICA, INC.",441
"912",15,"PA","DELOITTE & TOUCHE LLP",438
"913",15,"RI","CAREMARK, LLC",281
"914",15,"RI","CITIZENS FINANCIAL GROUP, INC.",97
"915",15,"RI","CVS PHARMACY, INC.",95
"916",15,"RI","FACTORY MUTUAL INSURANCE COMPANY",20
"917",15,"RI","VIRGIN PULSE, INC.",18
"918",15,"SC","SANCTITYINTERNATIONAL LLC",168
"919",15,"SC","WISSEN IT INC",125
"920",15,"SC","CALIBER IT SOLUTIONS INC",75
"921",15,"SC","ZETTAPRIME INC",47
"922",15,"SC","TEKGROUP, LLC",45
"923",15,"SD","MY3TECH INC",32
"924",15,"SD","PREMIER BANKCARD, LLC",3
"925",15,"SD","COMPASS HEALTH BRANDS CORP.",2
"926",15,"SD","MIDCONTINENT COMMUNICATIONS",2
"927",15,"SD","SANFORD CLINIC",2
"928",15,"TN","FEDEX CORPORATE SERVICES, INC.",283
"929",15,"TN","UBS BUSINESS SOLUTIONS US LLC",203
"930",15,"TN","CUMMINS INC.",161
"931",15,"TN","CONCH TECHNOLOGIES, INC.",112
"932",15,"TN","ASURION, LLC",97
"933",15,"TX","COGNIZANT TECHNOLOGY SOLUTIONS US CORP",27342
"934",15,"TX","INFOSYS LIMITED",20899
"935",15,"TX","FUJITSU AMERICA, INC.",294
"936",15,"TX","AMERICAN AIRLINES, INC.",290
"937",15,"TX","HITACHI CONSULTING CORPORATION",282
"938",15,"UT","CONNVERTEX TECHNOLOGIES INC",97
"939",15,"UT","ACCELERATED ENGINEERING",70
"940",15,"UT","ANCESTRY.COM OPERATIONS, INC.",64
"941",15,"UT","OVERSTOCK.COM, INC.",52
"942",15,"UT","QUALTRICS, LLC",52
"943",15,"VA","CAPITAL ONE SERVICES, LLC",984
"944",15,"VA","CGI TECHNOLOGIES AND SOLUTIONS INC.",432
"945",15,"VA","SYSTEM SOFT TECHNOLOGIES LLC",345
"946",15,"VA","IDEXCEL, INC.",239
"947",15,"VA","DXC TECHNOLOGY SERVICES LLC",203
"948",15,"VT","ITECH US, INC.",154
"949",15,"VT","NATIONAL LIFE INSURANCE COMPANY",4
"950",15,"VT","DATA INNOVATIONS LLC (ROPER ENTITY)",3
"951",15,"VT","STECK SYSTEMS, INC.",3
"952",15,"VT","SOUTHWESTERN VERMONT MEDICAL CENTER, INC.",2
"953",15,"VT","SYSTEMS AND SOFTWARE, INC.",2
"954",15,"VT","THE UNIVERSITY OF VERMONT",2
"955",15,"VT","TRACE LLC",2
"956",15,"WA","AMAZON.COM SERVICES, INC.",5645
"957",15,"WA","MICROSOFT CORPORATION",5207
"958",15,"WA","AMAZON WEB SERVICES, INC.",1346
"959",15,"WA","A2Z DEVELOPMENT CENTER, INC.",442
"960",15,"WA","T-MOBILE USA, INC.",334
"961",15,"WI","FISERV SOLUTIONS, LLC",140
"962",15,"WI","EXPERIS US, INC.",138
"963",15,"WI","GE HEALTHCARE IITS USA CORP.",77
"964",15,"WI","KOHL'S DEPARTMENT STORES, INC.",49
"965",15,"WI","AMERICAN FAMILY MUTUAL INSURANCE COMPANY",45
"966",15,"WI","NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY",45
"967",15,"WV","MAHANTECH CORPORATION",53
"968",15,"WV","DEEMSYS INC",46
"969",15,"WV","MOUNTAIN STATE SOFTWARE SOLUTIONS, LLC",5
